lemma	morph_parse	correct_form	frequency
sıkış	Verb+Verb+Caus+Pos+Fut+A3sg	sıkıştıracak	2
bulun	Verb+Verb+Caus+Pos+Adj+PastPart+P1pl	bulundurduğumuz	2
yaklaş	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	yaklaştırılan	2
seslen	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Loc	seslendirdiğinde	2
çökel	Verb+Verb+Caus+Verb+Pass+Pos+Adv+AfterDoingSo	çökeltilip	2
tatlan	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	tatlandırabilir	2
giy	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Ins	giydirmesiyle	2
oluş	Verb+Verb+Caus+Verb+Able+Neg+Adj+FutPart+P3pl	oluşturamayacakları	2
sür	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Abl+Verb+Cond+A3sg	sürdürmektense	2
genişle	Verb+Verb+Caus+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	genişlettirmiştir	2
uza	Verb+Verb+Caus+Pos+Adj+FutPart+P3sg	uzatacağı	2
gez	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	gezdirilmiştir	2
sür	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Nom+Verb+Pres+Cop+A3sg	sürdürmeleridir	2
öl	Verb+Verb+Caus+Pos+Imp+A2pl	Öldürün	2
çarp	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3pl+P3sg+Nom	çarptırılmaları	2
oluş	Verb+Verb+Caus+Verb+Pass+Neg+Past+A3sg	oluşturulmadı	2
kaygılan	Verb+Verb+Caus+Pos+Narr+A3sg	kaygılandırmış	2
kus	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	kusturabilir	2
atla	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	atlatılması	2
eşleş	Verb+Verb+Caus+Verb+Pass+Pos+Neces+A3sg+Cop+A3sg	eşleştirilmelidir	2
patla	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Abl	patlatmasından	2
çoğal	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Ins	çoğaltmakla	2
bağışla	Verb+Verb+Caus+Pos+Past+A3sg	bağışlattı	2
bil	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Gen	bildirenlerin	2
değiş	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Loc	değiştirmelerinde	2
kap	Verb+Verb+Caus+Pos+Prog1+A3sg	kaptırıyor	2
çarp	Verb+Verb+Caus+Verb+Pass+Neg+Noun+Inf2+A3sg+P3sg+Nom	çarptırılmaması	2
oluş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	oluşturmadır	2
canlan	Verb+Verb+Caus+Verb+Able+Pos+Fut+A3sg	canlandırabilecek	2
birleş	Verb+Verb+Caus+Verb+Pass+Pos+Desr+A3sg	birleştirilse	2
üre	Verb+Verb+Caus+Neg+Adv+AfterDoingSo	üretmeyip	2
yürü	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+Cond+A3sg	yürütülmekteyse	2
birik	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+Pnon+Abl	biriktirdikten	2
özen	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	özendirip	2
arın	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	arındırabilir	2
dön	Verb+Verb+Caus+Pos+Narr+Past+A3sg	döndürmüştü	2
belir	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Gen	belirtenlerin	2
kazan	Verb+Verb+Caus+Pos+Neces+A3sg+Cop+A3pl	kazandırmalıdırlar	2
uza	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P2pl+Loc	uzattığınızda	2
yap	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	Yaptırılan	2
yerleş	Verb+Verb+Caus+Pos+Imp+A2sg	yerleştir	2
zayıfla	Verb+Verb+Caus+Pos+Adj+PastPart+P3pl	zayıflattıkları	2
bekle	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	bekletilmesidir	2
topla	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	toplatılarak	2
hisset	Verb+Verb+Caus+Pos+Fut+A3sg	hissettirecek	2
uyan	Verb+Verb+Caus+Pos+Fut+A3sg+Cop+A3sg	uyandıracaktır	2
kuru	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom	kurutulma	2
çoğal	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Abl	çoğaltılmadan	2
vasıflan	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	vasıflandırılması	2
körel	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	köreltmek	2
bulaş	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	bulaştırılır	2
seslen	Verb+Verb+Caus+Verb+Pass+Pos+Prog1+Past+A3sg	seslendiriliyordu	2
et	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Nom	ettiricisi	2
yürü	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3pl+P3sg+Loc	yürütüldüklerinde	2
düzel	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	düzeltilmesidir	2
oluş	Verb+Verb+Caus+Verb+Pass+Pos+Past+Cond+A3sg	oluşturulduysa	2
dol	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Gen	doldurmasının	2
kapa	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Dat	Kapatılmasına	2
uyan	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom+Verb+Past+A3sg	uyandırıcıydı	2
çarpış	Verb+Verb+Caus+Verb+Pass+Pos+Aor+Cond+A3sg	çarpıştırılırsa	2
düzel	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Aor+A3sg	Düzeltilemez	2
çarpış	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+P3sg+Gen	çarpıştırıcılarının	2
yüksel	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Acc	yükseltildiğini	2
çık	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Gen	Çıkartmasının	2
güçlen	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	güçlendirilmektedir	2
nitelen	Verb+Verb+Caus+Neg+Aor+A3sg	nitelendirmez	2
dur	Verb+Verb+Caus+Verb+Pass+Neg+Noun+Inf2+A3sg+P3sg+Nom	durdurulmaması	2
çık	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P1pl+Acc	çıkardığımızı	2
ara	Verb+Verb+Caus+Pos+Opt+A3sg	Arata	2
azal	Verb+Verb+Caus+Neg+Narr+A3sg+Cop+A3sg	azaltmamıştır	2
oyna	Verb+Verb+Caus+Pos+Imp+A2sg	Oynat	2
art	Verb+Verb+Caus+Pos+Adv+When	arttırınca	2
et	Verb+Verb+Caus+Verb+Able+Neg+Noun+Inf2+A3sg+P3sg+Nom	ettirememesi	2
alış	Verb+Verb+Caus+Pos+Aor+A3sg	alıştırır	2
birik	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Gen	biriktirilmesinin	2
sal	Verb+Verb+Caus+Neg+Fut+A3sg+Cop+A3sg	saldırmayacaktır	2
gerile	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	geriletildi	2
din	Verb+Verb+Caus+Pos+Prog1+A3sg	dindiriyor	2
gez	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	gezdirme	2
büyü	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Noun+Inf2+A3sg+P3sg+Nom	büyütülememesi	2
kuvvetlen	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	Kuvvetlendirme	2
karşılaş	Verb+Verb+Caus+Verb+Pass+Pos+Aor+Past+A3sg	karşılaştırılırdı	2
azal	Verb+Verb+Caus+Pos+Prog2+Past+A3sg	azaltmaktaydı	2
uy	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	Uydurma	2
bil	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Past+A3sg	bildirmesiydi	2
akset	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	aksettirmektedir	2
yap	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Dat	yaptırmalarına	2
ayıl	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	ayıltıcı	2
gerile	Verb+Verb+Caus+Pos+Fut+A3sg+Cop+A3sg	geriletecektir	2
ilgilen	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	ilgilendirme	2
özen	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With	özendirilmeli	2
kazan	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3pl	kazandırmaktadırlar	2
dokun	Verb+Verb+Caus+Pos+Adj+PresPart	dokunduran	2
bekle	Verb+Verb+Caus+Verb+Pass+Pos+Adv+WithoutHavingDoneSo	bekletilmeksizin	2
eşleş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Loc	eşleştirmede	2
kapa	Verb+Verb+Caus+Neg+Aor+A3pl	kapatmazlar	2
sin	Verb+Verb+Caus+Verb+Pass+Neg+Narr+A3sg	Sindirilmemiş	2
oluş	Verb+Verb+Caus+Neg+Narr+A3sg	oluşturmamış	2
yetiş	Verb+Verb+Caus+Verb+Able+Neg+Narr+A3sg+Cop+A3sg	yetiştirememiştir	2
yürü	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3sg+Pnon+Nom	yürütebilme	2
mevzilen	Verb+Verb+Caus+Pos+Aor+A3sg	mevzilendirir	2
eri	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Acc	erittiğini	2
salgıla	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	salgılatıcı	2
çık	Verb+Verb+Caus+Pos+Adv+WithoutHavingDoneSo	çıkarmaksızın	2
kap	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	kaptırma	2
belir	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart+Noun+A3pl+Pnon+Dat	belirtilenlere	2
kısal	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	kısaltmaya	2
güçlen	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg+Adv+While	güçlendirilirken	2
zayıfla	Verb+Verb+Caus+Pos+Noun+FutPart+A3sg+P3sg+Acc	zayıflatacağını	2
havalan	Verb+Verb+Caus+Verb+Pass+Pos+Neces+A3sg+Cop+A3sg	havalandırılmalıdır	2
değiş	Verb+Verb+Caus+Neg+Adj+PresPart+Noun+A3pl+Pnon+Gen	değiştirmeyenlerin	2
sığ	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	sığdırmayı	2
başla	Verb+Verb+Caus+Verb+Pass+Pos+Desr+A3sg	başlatılsa	2
ilerle	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Loc	ilerletmesinde	2
ver	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Ins	verdirmekle	2
çık	Verb+Verb+Caus+Verb+Caus+Pos+Noun+PastPart+A3pl+P3sg+Abl	çıkarttıklarından	2
çevir	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	çevirtmek	2
din	Verb+Verb+Caus+Pos+Imp+A2pl	dindiriniz	2
yüksel	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3pl+P3sg+Nom	yükseltilmeleri	2
üre	Verb+Verb+Caus+Pos+Prog1+A2sg	üretiyorsun	2
savaş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	savaştırmaya	2
tanı	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3pl	tanıtılırlar	2
uza	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Gen	uzatılmasının	2
tatlan	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	tatlandırılabilir	2
sus	Verb+Verb+Caus+Pos+Adv+ByDoingSo	susturarak	2
üre	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Ins	üretenlerle	2
kazan	Verb+Verb+Caus+Neg+Narr+A3sg+Cop+A3sg	kazandırmamıştır	2
yap	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Nom	yaptıranlar	2
dök	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	döktürdüğü	2
dur	Verb+Verb+Caus+Pos+Desr+A3sg	durdursa	2
şaşır	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom+Verb+Past+A3sg	şaşırtmaktı	2
çağrış	Verb+Verb+Caus+Pos+Prog1+Past+A3sg	çağrıştırıyordu	2
dönüş	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+Pnon+Abl	dönüştürdükten	2
sön	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3pl+P3sg+Nom	söndürülmeleri	2
genişle	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+Pnon+Abl	genişletildikten	2
aşın	Verb+Verb+Caus+Pos+Aor+A3sg+Adv+While	aşındırırken	2
uza	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Abl	uzattığından	2
alış	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Gen	alıştırmaların	2
döv	Verb+Verb+Caus+Pos+Past+A3sg	dövdürdü	2
art	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Dat	arttırmalarına	2
kuvvetlen	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	kuvvetlendirmeyi	2
buluş	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+Pnon+Abl	buluşturduktan	2
düzenle	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	düzenletip	2
yansı	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Gen	yansıttığının	2
koşuş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	koşuşturmaya	2
dönüş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Gen	Dönüştürülmesinin	2
al	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	aldırıldı	2
gecik	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	geciktirildi	2
yönel	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Adj+PresPart	yöneltilemeyen	2
ye	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	yedirilerek	2
genişle	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg+Adv+While	genişletilirken	2
çürü	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Acc	çürüttüğünü	2
in	Verb+Verb+Caus+Verb+Caus+Pos+Adv+ByDoingSo	indirterek	2
çık	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Noun+Inf2+A3sg+P3sg+Acc	çıkarılamamasını	2
yaşa	Verb+Verb+Caus+Pos+Imp+A2sg	yaşat	2
geliş	Verb+Verb+Caus+Verb+Able+Neg+Narr+A3sg+Cop+A3sg	geliştirememiştir	2
bil	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	bildirmesidir	2
karşılaş	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	Karşılaştırılan	2
al	Verb+Verb+Caus+Pos+Prog1+A3sg	aldırıyor	2
kes	Verb+Verb+Caus+Pos+Prog1+A3pl+Past	kestiriyorlardı	2
türe	Verb+Verb+Caus+Pos+Narr+A3pl+Cop+A3sg	türetmişlerdir	2
parla	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+PresPart	parlatılabilen	2
uzaklaş	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Abl	uzaklaştırdığından	2
çarp	Verb+Verb+Caus+Verb+Pass+Pos+Desr+A3pl	çarptırılsalar	2
belir	Verb+Verb+Caus+Verb+Pass+Pos+Adv+WithoutHavingDoneSo	belirtilmeksizin	2
yerleş	Verb+Verb+Caus+Verb+Able+Pos+Fut+A3sg	yerleştirebilecek	2
güçlen	Verb+Verb+Caus+Verb+Pass+Pos+Prog1+A3sg	güçlendiriliyor	2
yansı	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	yansıtılabilir	2
yerleş	Verb+Verb+Caus+Pos+Prog1+A3pl	yerleştiriyorlar	2
sus	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	susturduğu	2
yakış	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Adj+PresPart	yakıştırılamayan	2
çoğal	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	Çoğaltılmış	2
don	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Acc	dondurulduğunu	2
yaşa	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Abl	yaşatmasından	2
sön	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Dat	söndürmesine	2
var	Verb+Verb+Caus+Pos+Past+A3pl	vardırdılar	2
düzel	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Abl	düzeltmelerden	2
paylaş	Verb+Verb+Caus+Verb+Pass+Pos+Narr+Past+A3sg	paylaştırılmıştı	2
düzel	Verb+Verb+Caus+Pos+Imp+A2sg	düzelt	2
sür	Verb+Verb+Caus+Pos+Adv+AsLongAs	sürdürdükçe	2
evlen	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Acc	evlendirmesini	2
ayrış	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Nom	ayrıştırmalar	2
işle	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Loc+Adj+Rel	işletilmesindeki	2
uyar	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	uyartılan	2
ergi	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	ergitilmesi	2
kazı	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	kazıtmıştır	2
dur	Verb+Verb+Caus+Pos+Fut+Past+A3sg	durduracaktı	2
püskür	Verb+Verb+Caus+Pos+Narr+Past+A3sg	püskürtmüştü	2
dur	Verb+Verb+Caus+Verb+Pass+Pos+Fut+Past+A3sg	durdurulacaktı	2
çık	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Loc+Adj+Rel	çıkarmadaki	2
kur	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	kurdurup	2
dol	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Adj+PresPart	doldurulamayan	2
uza	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3pl	uzatabilirler	2
dön	Verb+Verb+Caus+Verb+Able+Pos+Aor+A1pl	döndürebiliriz	2
şaşır	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	şaşırtılır	2
uğra	Verb+Verb+Caus+Pos+Noun+FutPart+A3sg+P3sg+Acc	uğratacağını	2
dön	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Abl	döndürmeden	2
oluş	Verb+Verb+Caus+Neg+Noun+FutPart+A3sg+P3sg+Ins	oluşturmayacağıyla	2
sin	Verb+Verb+Caus+Verb+Able+Neg+Aor+A3pl	sindiremezler	2
yansı	Verb+Verb+Caus+Neg+Narr+A3sg+Cop+A3sg	yansıtmamıştır	2
yücel	Verb+Verb+Caus+Verb+Pass+Pos+Aor+Past+A3sg	yüceltilirdi	2
dol	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom+Adj+With	dolduruculu	2
teşkilatlan	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	teşkilatlandırma	2
oyna	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+PastPart+P3sg	oynatılabildiği	2
dönüş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+FutPart+A3sg+P3sg+Acc	dönüştürüleceğini	2
dol	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Adj+PastPart+P3sg	doldurulamadığı	2
söyle	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	söyletildiği	2
yürü	Verb+Verb+Caus+Pos+Desr+A3sg	yürütse	2
biçimlen	Verb+Verb+Caus+Pos+Past+A3pl	biçimlendirdiler	2
ağaçlan	Verb+Verb+Caus+Verb+Pass+Pos+Adv+AfterDoingSo	ağaçlandırılıp	2
paylaş	Verb+Verb+Caus+Verb+Pass+Pos+Fut+A3sg+Cop+A3sg	paylaştırılacaktır	2
fırla	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf3+A3sg+P3sg+Abl	fırlatılışından	2
fırla	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf3+A3pl+P3sg+Nom	fırlatılışları	2
sal	Verb+Verb+Caus+Neg+Adv+AfterDoingSo	saldırmayıp	2
barın	Verb+Verb+Caus+Pos+Prog1+A3pl+Past	barındırıyorlardı	2
fırla	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Dat	fırlatmasına	2
uza	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	Uzatılmış	2
bil	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom	bildirebilmesi	2
azal	Verb+Verb+Caus+Verb+Able+Pos+Aor+Past+A3sg	azaltabilirdi	2
dönüş	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Acc	dönüştürmelerini	2
bin	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	Bindirilmiş	2
bağdaş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Past+A3sg	bağdaştırılmasıydı	2
fırla	Verb+Verb+Caus+Pos+Aor+Past+A3sg	fırlatırdı	2
karşılaş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Prog2+A3sg+Cop+A3sg	karşılaştırılabilmektedir	2
geliş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Loc	geliştirildiğinde	2
bas	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Ins	bastırmayla	2
uyu	Verb+Verb+Caus+Pos+Past+A1sg	uyuttum	2
yap	Verb+Verb+Caus+Verb+Pass+Pos+Prog1+A3sg	yaptırılıyor	2
gerek	Verb+Verb+Caus+Pos+Noun+FutPart+A3sg+P3sg+Gen	gerektireceğinin	2
sür	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+PresPart	sürdürülebilen	2
çık	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Abl	çıkarıldığından	2
birik	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	biriktirebilir	2
çök	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	çöktürülmüş	2
gecik	Verb+Verb+Caus+Pos+Narr+Past+A3sg	geciktirmişti	2
yansı	Verb+Verb+Caus+Pos+Noun+PastPart+A3pl+P3sg+Acc	yansıttıklarını	2
din	Verb+Verb+Caus+Pos+Adj+PresPart	dindiren	2
dur	Verb+Verb+Caus+Pos+Narr+A3pl+Past	durdurmuşlardı	2
bil	Verb+Verb+Caus+Neg+Aor+Cond+A3sg	bildirmezse	2
kuvvetlen	Verb+Verb+Caus+Pos+Prog1+Past+A3sg	kuvvetlendiriyordu	2
as	Verb+Verb+Caus+Pos+Aor+A3sg	astırır	2
in	Verb+Verb+Caus+Pos+Prog2+A3sg	indirmekte	2
ver	Verb+Verb+Caus+Pos+Fut+A3sg+Cop+A3sg	verdirecektir	2
otur	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Acc	oturtulduğunu	2
kapa	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Aor+A3pl	kapatılamazlar	2
türe	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	türetilmektedir	2
oluş	Verb+Verb+Caus+Verb+Pass+Pos+Fut+A3sg	Oluşturulacak	2
incel	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	İnceltme	2
incel	Verb+Verb+Caus+Pos+Adv+ByDoingSo	incelterek	2
yerleş	Verb+Verb+Caus+Verb+Pass+Neg+Narr+A3sg+Cop+A3sg	yerleştirilmemiştir	2
dön	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Abl	döndürmesinden	2
küçül	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	küçültmüştür	2
oku	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Abl	okutulduğundan	2
sığ	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	sığdırma	2
uyan	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Gen	uyandırmasının	2
paylaş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	paylaştırılmasıyla	2
beğen	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	beğendirip	2
nitelen	Verb+Verb+Caus+Verb+Pass+Pos+Fut+Past+A3sg	nitelendirilecekti	2
tanı	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom	tanıtılabilmesi	2
et	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3sg+P3sg+Nom	ettireni	2
özen	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	özendirilen	2
bil	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3pl	bildirebilirler	2
al	Verb+Verb+Caus+Neg+Imp+A2pl	aldırmayın	2
kısal	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Loc	kısaltmasında	2
barın	Verb+Verb+Caus+Pos+Neces+A3sg+Cop+A3sg	barındırmalıdır	2
uzaklaş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Gen	uzaklaştırmanın	2
tanı	Verb+Verb+Caus+Verb+Pass+Neg+Past+A3sg	tanıtılmadı	2
uyu	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	uyutma	2
boz	Verb+Verb+Caus+Pos+Adj+PresPart	bozduran	2
öl	Verb+Verb+Caus+Verb+Able+Pos+Prog1+Past+A3sg	öldürebiliyordu	2
yüksel	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+Pnon+Abl	yükselttikten	2
kapa	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Prog2+A3sg+Cop+A3sg	kapatılabilmektedir	2
